ID;FULL_NAME;AGE;GENDER
24255;greek koala;36;Z
24256;gastric possum;30;Z
24257;existing bat;39;M
24258;frail junglefowl;11;Z
24259;key whale;18;Z
24260;thorough raven;54;Z
24261;tart penguin;45;M
24262;shaky dragonfly;96;Z
24263;worthwhile ape;96;M
24264;moral ferret;43;Z
24265;good grasshopper;26;Z
24266;cautious toad;16;M
24267;doubtful booby;56;M
24268;political anaconda;80;Z
24269;cheerful zebra;49;Z
24270;cool snake;16;Z
24271;satisfactory skunk;76;Z
24272;proposed toucan;20;M
24273;tropical bug;76;M
24274;proud peacock;41;M
24275;overall hyena;24;M
24276;flaky ocelot;13;M
24277;payable bandicoot;73;Z
24278;few skunk;14;M
24279;negative eel;47;M
24280;separate pelican;72;M
24281;wealthy baboon;15;M
24282;quaint hedgehog;47;M
24283;latin guppy;75;Z
24284;creepy flea;34;Z
24285;consistent flamingo;81;Z
24286;wet ladybug;61;M
24287;positive iguana;20;Z
24288;afraid ferret;65;Z
24289;neighbouring swallow;55;M
24290;magnificent tuna;61;Z
24291;steep salamander;85;M
24292;relative prawn;23;Z
24293;elderly damselfly;68;Z
24294;good weasel;30;M
24295;delighted dove;86;M
24296;ordinary prawn;16;Z
24297;rough deer;12;Z
24298;limited dove;53;Z
24299;quick cod;85;M
24300;sparkling marsupial;56;Z
24301;nervous marsupial;64;Z
24302;ashamed whale;57;Z
24303;boring cephalopod;97;Z
24304;icy tern;83;Z
24305;energetic raven;38;M
24306;relevant dolphin;15;M
24307;round coral;49;Z
24308;experienced dog;90;M
24309;organic amphibian;56;M
24310;casual mackerel;83;M
24311;envious bat;87;Z
24312;vital ape;84;Z
24313;awful seahorse;19;M
24314;rotten condor;93;M
24315;supposed bonobo;49;Z
24316;graceful mole;42;Z
24317;shaky seahorse;54;M
24318;gentle chameleon;56;M
24319;managerial guppy;91;Z
24320;resident goldfish;32;Z
24321;drunk gazelle;52;Z
24322;resident tiger;40;Z
24323;wooden mastodon;12;M
24324;light antelope;86;Z
24325;accepted cougar;76;M
24326;hushed worm;27;M
24327;furious marten;12;Z
24328;distinct mammal;24;M
24329;autonomous mole;32;Z
24330;flat bass;83;Z
24331;inherent ox;83;M
24332;damp booby;53;Z
24333;red hamster;87;M
24334;general mite;14;M
24335;bold reindeer;75;M
24336;young squirrel;15;M
24337;quick bovid;55;M
24338;embarrassing partridge;21;M
24339;convenient booby;89;M
24340;bitter penguin;54;M
24341;little porpoise;39;M
24342;nutty whale;47;Z
24343;clear crab;30;Z
24344;young herring;57;M
24345;immense beaver;59;M
24346;far marmot;44;M
24347;massive raccoon;66;Z
24348;individual chicken;50;M
24349;respectable chinchilla;20;M
24350;prime ferret;99;M
24351;unhappy dog;97;Z
24352;sick bug;62;M
24353;tender finch;13;M
24354;good bug;54;M
24355;important chimpanzee;57;Z
24356;advisory unicorn;36;Z
24357;allied salamander;53;Z
24358;colorful crow;63;M
24359;anonymous chimpanzee;97;Z
24360;circular alpaca;55;Z
24361;genetic python;75;M
24362;stingy bandicoot;87;M
24363;adequate dove;89;M
24364;loose coral;45;M
24365;private bat;37;Z
24366;successive chameleon;34;M
24367;extensive vole;11;M
24368;lazy swan;31;M
24369;bottom chicken;82;M
24370;balanced goose;89;M
24371;total bee;99;Z
24372;orange jay;22;M
24373;compulsory opossum;14;Z
24374;tense boar;48;M
24375;disturbing wildcat;12;M
24376;blue cat;47;M
24377;damp lark;69;Z
24378;ill shrew;56;M
24379;stupid dove;79;M
24380;courageous roundworm;17;M
24381;weird pike;68;M
24382;proud chickadee;16;M
24383;theoretical raven;35;M
24384;quiet jay;26;Z
24385;pale swallow;87;M
24386;accepted buzzard;59;Z
24387;popular emu;94;M
24388;managing frog;55;Z
24389;funny basilisk;64;M
24390;appropriate hookworm;21;M
24391;gradual fish;73;Z
24392;wet gecko;15;Z
24393;magnificent catshark;58;Z
24394;unusual opossum;55;M
24395;colorful mosquito;58;Z
24396;identical donkey;14;M
24397;slow dolphin;54;M
24398;clumsy grasshopper;28;M
24399;light marten;27;Z
24400;ok elephant;47;Z
24401;sophisticated starfish;12;Z
24402;disastrous donkey;68;Z
24403;sharp hoverfly;76;Z
24404;elegant tick;29;M
24405;small constrictor;16;M
24406;coloured harrier;62;M
24407;precise rattlesnake;71;M
24408;helpless bird;57;Z
24409;relieved ant;49;M
24410;ugliest capybara;20;Z
24411;friendly wildebeest;10;M
24412;orange hoverfly;24;Z
24413;relative sheep;92;M
24414;parental antlion;97;Z
24415;intermediate otter;19;Z
24416;complicated anteater;39;Z
24417;constant tyrannosaurus;39;Z
24418;ugly jackal;57;M
24419;spectacular swift;74;M
24420;sharp mule;71;Z
24421;general rattlesnake;17;Z
24422;tight swan;23;Z
24423;irrelevant louse;57;Z
24424;profound krill;13;M
24425;itchy goat;30;M
24426;gentle parakeet;56;M
24427;remaining kangaroo;38;M
24428;abstract chipmunk;40;Z
24429;tired fish;47;M
24430;awkward swordfish;32;M
24431;favourable aardwolf;79;M
24432;bright clownfish;40;Z
24433;friendly chameleon;96;Z
24434;marked guan;83;M
24435;autonomous fox;90;M
24436;damp clownfish;64;M
24437;mighty panda;53;M
24438;expected harrier;54;Z
24439;basic hawk;48;M
24440;tense dolphin;22;Z
24441;harsh swift;78;Z
24442;homeless dog;36;Z
24443;legislative spider;22;Z
24444;extended landfowl;56;Z
24445;chief urial;31;Z
24446;uncomfortable kite;72;M
24447;shocked boa;50;M
24448;tall kite;35;Z
24449;angry zebra;66;Z
24450;motionless leech;88;Z
24451;retired loon;58;M
24452;linguistic duck;88;Z
24453;extreme cattle;95;Z
24454;sleepy canidae;13;M
24455;brilliant flea;96;M
24456;vague koi;60;Z
24457;nutty echidna;71;Z
24458;shiny dolphin;77;M
24459;oral giraffe;37;Z
24460;favourable turtle;32;M
24461;logical skunk;42;Z
24462;inappropriate bandicoot;56;M
24463;complex dormouse;62;Z
24464;rival newt;77;M
24465;happy puffin;47;M
24466;random kite;94;M
24467;loyal pinniped;98;M
24468;difficult takin;32;Z
24469;roman louse;84;Z
24470;ancient silverfish;75;M
24471;crucial hare;74;M
24472;acceptable ferret;17;M
24473;better gamefowl;79;Z
24474;romantic yak;19;M
24475;eerie mandrill;14;M
24476;furious guppy;47;M
24477;hostile asp;19;Z
24478;automatic badger;33;Z
24479;specified mule;63;M
24480;supreme thrush;16;Z
24481;everyday gecko;13;M
24482;chronic lobster;77;Z
24483;green mole;21;Z
24484;united viper;14;M
24485;helpless bovid;22;Z
24486;cheap chinchilla;23;Z
24487;afraid fly;19;Z
24488;horizontal chimpanzee;10;Z
24489;professional landfowl;95;Z
24490;nasty flea;94;M
24491;sole crocodile;38;Z
24492;instant primate;45;Z
24493;overwhelming hornet;96;Z
24494;spotty meerkat;36;M
24495;dusty ostrich;55;M
24496;gorgeous hamster;77;M
24497;social hippopotamus;47;M
24498;middle ostrich;20;Z
24499;substantial mandrill;49;Z
24500;remarkable starfish;88;M
24501;clever eagle;74;M
24502;conservative viper;86;M
24503;filthy minnow;76;Z
24504;experimental prawn;74;M
24505;environmental piranha;79;M
24506;grotesque grasshopper;58;M
24507;mild flea;84;Z
24508;wet sloth;96;M
24509;very meerkat;32;Z
24510;powerful tern;79;M
24511;bumpy rhinoceros;57;Z
24512;significant lemur;62;M
24513;obvious wolverine;48;Z
24514;old raccoon;82;Z
24515;verbal hamster;54;Z
24516;southern rattlesnake;30;Z
24517;considerable basilisk;72;M
24518;teenage bison;58;M
24519;relaxed lizard;56;Z
24520;natural bee;54;Z
24521;handsome gecko;22;M
24522;sure hawk;58;Z
24523;changing primate;57;Z
24524;tense sparrow;66;M
24525;selfish angelfish;56;Z
24526;tory jay;85;Z
24527;liquid owl;36;Z
24528;aware ferret;23;M
24529;angry pony;70;Z
24530;decent dog;32;Z
24531;breakable tick;82;Z
24532;nasty warbler;74;M
24533;rubber capybara;25;Z
24534;asleep dormouse;34;Z
24535;physical dog;38;Z
24536;lonely bonobo;25;M
24537;prickly leech;47;M
24538;near dog;38;Z
24539;eager lark;27;Z
24540;weary guppy;31;M
24541;violent moth;66;M
24542;friendly canid;90;Z
24543;electric moose;57;M
24544;administrative vicuna;16;M
24545;thoughtless wildebeest;89;M
24546;devoted mockingbird;79;M
24547;logical termite;36;Z
24548;rapid barnacle;12;M
24549;holy bee;90;Z
24550;precious chameleon;62;M
24551;silent lemur;45;Z
24552;sensible salmon;18;M
24553;faint flamingo;35;M
24554;overwhelming gopher;41;Z
24555;occasional yak;76;M
24556;supreme giraffe;87;M
24557;silly duck;63;Z
24558;expensive squid;58;Z
24559;fuzzy orca;83;M
24560;greasy cattle;28;Z
24561;positive cattle;29;M
24562;young barnacle;29;Z
24563;front rhinoceros;89;Z
24564;premier alligator;91;Z
24565;circular mockingbird;74;M
24566;monthly mollusk;96;M
24567;double eagle;97;M
24568;verbal chimpanzee;36;Z
24569;slimy alligator;79;M
24570;serious wildfowl;87;Z
24571;steady flyingfish;29;Z
24572;brave porpoise;76;M
24573;costly catfish;53;M
24574;shy spider;82;Z
24575;supporting marmot;74;Z
24576;bloody bandicoot;48;Z
24577;little stoat;24;Z
24578;distinguished caterpillar;29;Z
24579;gentle heron;94;Z
24580;worried gazelle;24;Z
24581;distinct elephant;71;Z
24582;invisible gamefowl;10;M
24583;inner marsupial;17;Z
24584;black chimpanzee;29;M
24585;estimated coyote;66;M
24586;square anaconda;46;Z
24587;unaware bison;43;M
24588;ugly pinniped;35;M
24589;short falcon;46;M
24590;complex beetle;18;M
24591;protective perch;17;M
24592;happy stork;61;M
24593;sorry bobolink;70;Z
24594;poor swallow;64;M
24595;related pig;62;M
24596;hostile warbler;65;Z
24597;select parakeet;94;M
24598;unique swallow;76;Z
24599;causal mule;10;M
24600;safe armadillo;17;M
24601;round lamprey;25;M
24602;radical hawk;57;M
24603;cultural badger;86;M
24604;impossible coral;85;M
24605;loose pony;68;M
24606;sore marlin;30;Z
24607;dead yak;97;Z
24608;quick alpaca;58;Z
24609;important snipe;83;Z
24610;frightened minnow;78;Z
24611;cuddly squid;55;M
24612;live fox;53;M
24613;automatic worm;10;Z
24614;controversial chicken;21;M
24615;rigid chicken;15;Z
24616;famous toad;86;Z
24617;glad limpet;54;M
24618;robust dinosaur;35;Z
24619;ordinary cattle;98;M
24620;possible canidae;79;M
24621;rich louse;57;M
24622;international cuckoo;75;M
24623;noisy orangutan;23;Z
24624;weak hyena;69;Z
24625;bloody mosquito;16;Z
24626;civil trout;57;M
24627;linear cobra;72;M
24628;random galliform;64;Z
24629;shallow tiglon;20;Z
24630;classical pelican;38;M
24631;occasional chipmunk;87;Z
24632;extreme narwhal;97;Z
24633;historical turkey;42;Z
24634;expected monkey;64;Z
24635;unknown gayal;77;M
24636;redundant jaguar;21;Z
24637;tan orca;50;M
24638;determined snake;59;M
24639;weekly basilisk;74;Z
24640;fellow catshark;41;Z
24641;wild fox;36;Z
24642;awake sailfish;49;Z
24643;racial ermine;19;Z
24644;massive fowl;62;M
24645;old centipede;18;Z
24646;shallow mammal;43;Z
24647;developing dog;14;Z
24648;miniature monkey;68;M
24649;physical pelican;47;M
24650;alive pig;72;M
24651;disabled crawdad;15;Z
24652;overall locust;75;Z
24653;selected bee;90;Z
24654;unpleasant donkey;14;M
24655;cooing porcupine;24;M
24656;relieved tiglon;85;M
24657;envious baboon;95;Z
24658;immense anaconda;56;M
24659;meaningful meerkat;66;M
24660;unnecessary pig;61;M
24661;neighbouring jay;38;Z
24662;secure hyena;42;M
24663;uninterested chinchilla;99;M
24664;white possum;55;Z
24665;middle cricket;48;Z
24666;beautiful mockingbird;91;M
24667;equal woodpecker;48;Z
24668;crooked camel;87;M
24669;progressive lamprey;39;Z
24670;organisational gibbon;71;Z
24671;lazy magpie;30;Z
24672;square cat;84;M
24673;autonomous mammal;30;M
24674;ill constrictor;50;Z
24675;combative jay;50;Z
24676;tiny mackerel;78;M
24677;green meadowlark;85;Z
24678;back turtle;29;Z
24679;marked eagle;30;M
24680;strong kiwi;34;Z
24681;definite jaguar;63;Z
24682;spare iguana;75;M
24683;coherent panda;35;M
24684;colonial duck;35;Z
24685;ambitious roadrunner;40;Z
24686;hot eagle;85;M
24687;new herring;84;Z
24688;sufficient urial;51;M
24689;full woodpecker;71;Z
24690;thorough squid;14;Z
24691;cheap booby;47;M
24692;angry gamefowl;86;Z
24693;symbolic pheasant;74;Z
24694;curly whippet;77;M
24695;silky marmoset;12;Z
24696;organic crocodile;83;M
24697;ltd cuckoo;20;M
24698;philosophical goose;81;M
24699;excellent turtle;81;Z
24700;final lemming;30;Z
24701;rainy bison;47;Z
24702;swiss rabbit;38;Z
24703;grim felidae;63;Z
24704;historic muskox;16;M
24705;ripe mole;32;M
24706;independent earwig;28;Z
24707;encouraging puffin;10;M
24708;possible flyingfish;19;Z
24709;dark locust;33;M
24710;fantastic basilisk;99;M
24711;able chipmunk;30;M
24712;yellow dragon;16;Z
24713;different sailfish;36;Z
24714;sad possum;32;Z
24715;straight clownfish;22;M
24716;zany mite;72;M
24717;prickly clownfish;90;Z
24718;quaint pheasant;46;Z
24719;coming guppy;53;Z
24720;left eel;76;Z
24721;fat lemur;45;Z
24722;rainy bobcat;42;Z
24723;smooth iguana;30;Z
24724;marxist mandrill;18;M
24725;high catshark;14;Z
24726;okay guineafowl;40;Z
24727;shiny cat;30;M
24728;abstract capybara;52;Z
24729;unnecessary dog;10;Z
24730;kind limpet;83;M
24731;architectural slug;24;Z
24732;blue moose;34;M
24733;mobile parrot;28;M
24734;zealous whale;36;M
24735;global mink;98;Z
24736;appalling possum;20;Z
24737;helpless harrier;40;Z
24738;isolated capybara;44;Z
24739;overwhelming chipmunk;27;Z
24740;eligible mouse;23;Z
24741;noisy chipmunk;78;M
24742;precious termite;58;Z
24743;molecular pike;63;Z
24744;helpful clownfish;57;M
24745;distinct bird;71;Z
24746;presidential ladybug;86;Z
24747;explicit gibbon;53;Z
24748;atomic ladybug;97;M
24749;concrete rodent;77;Z
24750;defeated rat;26;M
24751;aggressive sparrow;56;M
24752;involved swordtail;20;Z
24753;magic tapir;85;M
24754;satisfactory barracuda;39;M
24755;little prawn;75;Z
24756;stable marmoset;21;M
24757;related fish;92;Z
24758;impossible mink;78;Z
24759;numerous vole;22;M
24760;ratty camel;60;M
24761;yellow chimpanzee;27;Z
24762;dark wildcat;66;M
24763;continuous kangaroo;32;M
24764;internal albatross;29;M
24765;melodic gorilla;97;Z
24766;stiff vicuna;78;M
24767;qualified possum;64;M
24768;bewildered guppy;18;Z
24769;junior whippet;19;M
24770;electronic aardvark;38;Z
24771;excited basilisk;11;M
24772;intellectual felidae;88;Z
24773;great clam;91;M
24774;prickly stork;51;Z
24775;large parakeet;15;Z
24776;purple tiglon;13;M
24777;bizarre owl;85;Z
24778;increased viper;87;Z
24779;good hamster;13;M
24780;beneficial baboon;19;Z
24781;bright panda;54;M
24782;nasty tyrannosaurus;49;M
24783;likely bat;43;M
24784;filthy cricket;31;Z
24785;anonymous hawk;94;Z
24786;wooden panther;92;Z
24787;running pig;51;M
24788;famous marmot;52;Z
24789;philosophical worm;98;M
24790;coloured bug;76;Z
24791;aggregate peafowl;79;M
24792;fiscal primate;79;M
24793;desperate anaconda;56;Z
24794;large raven;96;M
24795;competitive toad;17;Z
24796;informal caribou;49;Z
24797;significant guanaco;29;M
24798;stuck leopon;16;Z
24799;cautious partridge;98;M
24800;global fox;56;Z
24801;liquid leopon;74;M
24802;industrial snipe;50;Z
24803;emotional gayal;19;M
24804;deaf harrier;88;Z
24805;frequent meadowlark;27;M
24806;white marmot;10;Z
24807;ashamed aardwolf;86;M
24808;teenage horse;86;Z
24809;minimum wildcat;23;M
24810;ratty vole;59;Z
24811;double pony;77;Z
24812;bitter aphid;76;M
24813;premier vulture;48;M
24814;evil sloth;66;M
24815;plain goat;47;Z
24816;real cobra;34;M
24817;selfish unicorn;98;M
24818;clumsy felidae;33;Z
24819;mental pony;40;M
24820;shy mole;40;Z
24821;rigid swallow;74;Z
24822;foolish meadowlark;61;Z
24823;pure spider;95;Z
24824;automatic camel;10;M
24825;steep anaconda;49;M
24826;crooked marmoset;59;M
24827;aggressive platypus;37;M
24828;occasional goldfish;64;M
24829;pleasant crawdad;24;M
24830;intermediate constrictor;43;M
24831;alleged buzzard;16;Z
24832;monetary antelope;62;M
24833;bloody cattle;11;M
24834;tame termite;20;Z
24835;then turkey;41;Z
24836;increasing worm;34;Z
24837;familiar gopher;40;M
24838;unusual quokka;96;M
24839;socialist clam;95;M
24840;acceptable peacock;12;Z
24841;friendly lark;49;M
24842;juicy dragonfly;95;Z
24843;parental horse;31;M
24844;married goose;34;Z
24845;unusual cougar;57;Z
24846;wild pigeon;56;M
24847;ethical fish;35;M
24848;unpleasant jellyfish;98;M
24849;worldwide bison;33;M
24850;strong salamander;27;Z
24851;growing leopon;12;Z
24852;rapid seahorse;41;M
24853;nervous peacock;75;Z
24854;safe moth;42;Z
24855;grand takin;15;M
24856;distinct woodpecker;23;Z
24857;grand falcon;82;Z
24858;boring shrew;87;Z
24859;redundant horse;62;Z
24860;superb manatee;98;Z
24861;bored fox;20;M
24862;historical dingo;73;Z
24863;big boa;12;M
24864;rising cricket;61;M
24865;bad whitefish;57;M
24866;nervous loon;71;Z
24867;accused marten;84;Z
24868;nutritious hummingbird;49;Z
24869;nervous monkey;70;M
24870;frozen krill;28;M
24871;lucky ermine;54;Z
24872;sheer bee;47;Z
24873;legislative alpaca;36;M
24874;neighbouring orangutan;21;Z
24875;relative porpoise;57;M
24876;famous sheep;43;M
24877;mixed dog;91;Z
24878;lesser dormouse;62;M
24879;tense worm;46;M
24880;early boa;70;M
24881;cool koi;26;Z
24882;happy tarsier;20;M
24883;independent harrier;50;M
24884;swiss platypus;82;Z
24885;rude macaw;55;Z
24886;difficult llama;44;Z
24887;socialist barnacle;44;M
24888;reliable caribou;67;Z
24889;endless albatross;30;M
24890;local wildcat;42;Z
24891;territorial wasp;20;M
24892;political shark;69;M
24893;dangerous jellyfish;66;M
24894;precious anteater;42;M
24895;crazy pigeon;52;M
24896;difficult tahr;53;M
24897;bad scallop;87;Z
24898;olympic duck;92;M
24899;static aardvark;91;M
24900;dead gazelle;68;Z
24901;automatic pinniped;63;M
24902;slippery whippet;42;Z
24903;uneven bonobo;88;Z
24904;delighted sturgeon;60;Z
24905;southern cricket;93;M
24906;average duck;61;Z
24907;rich swan;60;Z
24908;afraid viper;53;Z
24909;visible flea;44;Z
24910;successive pig;52;M
24911;pure earwig;23;M
24912;greasy zebra;60;Z
24913;helpful silverfish;35;M
24914;widespread fly;10;Z
24915;hot egret;30;Z
24916;institutional antelope;40;M
24917;oral pony;35;M
24918;chemical krill;78;Z
24919;inc otter;10;M
24920;crowded yak;45;Z
24921;friendly otter;18;Z
24922;unaware marlin;95;Z
24923;bad mandrill;12;M
24924;broad pelican;77;M
24925;adequate halibut;86;Z
24926;dry rat;80;Z
24927;liquid bee;67;Z
24928;elegant bobcat;67;Z
24929;wet jaguar;42;M
24930;eerie cattle;35;M
24931;quick penguin;69;Z
24932;strange jay;19;Z
24933;strict wildfowl;58;Z
24934;liquid louse;36;M
24935;lexical echidna;82;Z
24936;distinct rook;36;Z
24937;wrong spider;47;Z
24938;thorough anaconda;77;Z
24939;quiet piranha;44;M
24940;musical goat;31;M
24941;hungry falcon;40;M
24942;encouraging coyote;79;Z
24943;other ferret;62;Z
24944;uncomfortable turtle;75;Z
24945;common mink;11;Z
24946;toxic gull;67;M
24947;evolutionary koi;29;M
24948;mutual elephant;57;Z
24949;alive capybara;53;M
24950;sad guanaco;56;Z
24951;gigantic ptarmigan;41;Z
24952;correct guppy;58;M
24953;beautiful hummingbird;16;M
24954;mysterious lamprey;13;M
24955;delighted reindeer;63;M
24956;desperate hornet;90;Z
24957;amused fish;16;M
24958;square skunk;52;Z
24959;grim damselfly;66;Z
24960;isolated lungfish;11;M
24961;various bear;96;M
24962;precious barracuda;43;Z
24963;large lemur;41;Z
24964;black basilisk;64;M
24965;faithful urial;21;Z
24966;slippery tuna;81;M
24967;cognitive lemming;93;Z
24968;broken lynx;22;Z
24969;flaky mink;31;Z
24970;weak orca;21;Z
24971;hissing catshark;55;Z
24972;inner kingfisher;92;M
24973;dominant quelea;61;M
24974;fluttering raven;74;M
24975;rural bobolink;37;Z
24976;broken buzzard;24;Z
24977;compatible cattle;82;M
24978;dutch bear;26;M
24979;objective rabbit;81;Z
24980;tragic dragonfly;48;Z
24981;renewed marmoset;77;M
24982;convinced tarantula;34;Z
24983;bright fish;58;M
24984;faint lamprey;95;Z
24985;premier badger;45;M
24986;gentle tahr;18;Z
24987;young anteater;42;Z
24988;conservative aardwolf;86;M
24989;absent coral;61;M
